raw_file_id,survey_id,raw_source,archive_path,inner_name,file_size,platform,ingested_at
raw_0080,survey_674b0a7f7320,/Users/iliabalahnin/Downloads/Опросы.zip,Опросы/anketolog-report-2082085-survey-998428-santerra-anketa-dlya-neklientov-xpDLQd.xlsx,Опросы/anketolog-report-2082085-survey-998428-santerra-anketa-dlya-neklientov-xpDLQd.xlsx,40173,XLSX,2026-06-04T02:24:22
raw_0081,survey_29b4c05c8650,/Users/iliabalahnin/Downloads/Опросы.zip,Опросы/anketolog-report-2116057-survey-1020398-mts21-oprosyi-neklientov-5SVfOs.xlsx,Опросы/anketolog-report-2116057-survey-1020398-mts21-oprosyi-neklientov-5SVfOs.xlsx,31026,XLSX,2026-06-04T02:24:22
raw_0082,survey_ad67d09c1eb7,/Users/iliabalahnin/Downloads/Опросы.zip,Опросы/anketolog-report-2120048-survey-1029416-abrau-resvera-H1kZUY.xlsx,Опросы/anketolog-report-2120048-survey-1029416-abrau-resvera-H1kZUY.xlsx,389258,XLSX,2026-06-04T02:24:22
raw_0083,survey_ad2f73b59804,/Users/iliabalahnin/Downloads/Опросы.zip,Опросы/anketolog-report-2115153-survey-1027170-opros-o-ryinke-materialov-dlya-naruzhnoy-otdelki-doma-8TyLIA.xlsx,Опросы/anketolog-report-2115153-survey-1027170-opros-o-ryinke-materialov-dlya-naruzhnoy-otdelki-doma-8TyLIA.xlsx,143669,XLSX,2026-06-04T02:24:22
raw_0084,survey_43ea0df69e2b,/Users/iliabalahnin/Downloads/Опросы.zip,Опросы/anketolog-report-2082093-survey-998603-santerra-anketa-dlya-neklientov-detskoe-napravlenie-HPaDeR.xlsx,Опросы/anketolog-report-2082093-survey-998603-santerra-anketa-dlya-neklientov-detskoe-napravlenie-HPaDeR.xlsx,22261,XLSX,2026-06-04T02:24:22
raw_0085,survey_bc0520ed7d73,/Users/iliabalahnin/Downloads/Опросы.zip,Опросы/anketolog-report-2112290-survey-1024509-opros-o-sportivnoy-odezhde-iGDRe8.xlsx,Опросы/anketolog-report-2112290-survey-1024509-opros-o-sportivnoy-odezhde-iGDRe8.xlsx,161835,XLSX,2026-06-04T02:24:23
raw_0086,survey_fd764cf4ae87,/Users/iliabalahnin/Downloads/Опросы.zip,Опросы/anketolog-report-2114014-survey-1024967-mrtts-anketa-po-neklientam-Byz45j.xlsx,Опросы/anketolog-report-2114014-survey-1024967-mrtts-anketa-po-neklientam-Byz45j.xlsx,88310,XLSX,2026-06-04T02:24:23
raw_0087,survey_697c1c20d0e2,/Users/iliabalahnin/Downloads/Опросы.zip,Опросы/anketolog-report-2127383-survey-1034677-myasnoy-gurman-klientyi-fDTudo.xlsx,Опросы/anketolog-report-2127383-survey-1034677-myasnoy-gurman-klientyi-fDTudo.xlsx,10693,XLSX,2026-06-04T02:24:23
raw_0088,survey_ba7340497413,/Users/iliabalahnin/Downloads/Опросы.zip,Опросы/anketolog-report-2129034-survey-1030508-myasnoy-gurman-neklientyi-85oN66.xlsx,Опросы/anketolog-report-2129034-survey-1030508-myasnoy-gurman-neklientyi-85oN66.xlsx,187779,XLSX,2026-06-04T02:24:23
raw_0089,survey_365d8aa88808,/Users/iliabalahnin/Downloads/Опросы.zip,Опросы/anketolog-report-2089110-survey-1007883-biotehnologicheskie-produktyi-pitaniya-jclaRC.xlsx,Опросы/anketolog-report-2089110-survey-1007883-biotehnologicheskie-produktyi-pitaniya-jclaRC.xlsx,176192,XLSX,2026-06-04T02:24:23
raw_0090,tally_3yy174,/Users/iliabalahnin/Downloads/Сибагро. Опрос внутренний [3yy174].csv,,Сибагро. Опрос внутренний [3yy174].csv,3034009,Tally,2026-06-04T02:24:23
raw_0091,tally_wADybN,/Users/iliabalahnin/Downloads/Анкетирование_сотрудников_БФТ_wADybN.csv,,Анкетирование_сотрудников_БФТ_wADybN.csv,1156089,Tally,2026-06-04T02:24:23
raw_0092,tally_mZ6Rp0,/Users/iliabalahnin/Downloads/Внешняя_анкета_факторы_выбора_работодателя_mZ6Rp0.csv,,Внешняя_анкета_факторы_выбора_работодателя_mZ6Rp0.csv,1213931,Tally,2026-06-04T02:24:23
raw_0093,tally_wg9kZl,/Users/iliabalahnin/Downloads/Анкета_для_количественного_исследования_РусАгроПром_wg9kZl.csv,,Анкета_для_количественного_исследования_РусАгроПром_wg9kZl.csv,1937702,Tally,2026-06-04T02:24:23
raw_0094,tally_woXJlV,/Users/iliabalahnin/Downloads/Ringo_Հարցաթերթիկ_հաճախորդների_համար﻿_woXJlV.csv,,Ringo_Հարցաթերթիկ_հաճախորդների_համար_woXJlV.csv,9066692,Tally,2026-06-04T02:24:23
raw_0095,tally_meaMNl,/Users/iliabalahnin/Downloads/ДЖУГ_неклиенты_Исследование_опыта_участников_IT_конференций_meaMNl.csv,,ДЖУГ_неклиенты_Исследование_опыта_участников_IT_конференций_meaMNl.csv,1425653,Tally,2026-06-04T02:24:23
raw_0096,tally_meYdEl,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip,New Folder With Items/Исследование рынка лакокрасочных материалов в Таджикистане [meYdEl].csv,New Folder With Items/Исследование рынка лакокрасочных материалов в Таджикистане [meYdEl].csv,539528,Tally,2026-06-04T02:28:43
raw_0097,tally_mY0xx0,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip,New Folder With Items/Опрос сотрудников Банка Хлынов [mY0xx0].csv,New Folder With Items/Опрос сотрудников Банка Хлынов [mY0xx0].csv,924700,Tally,2026-06-04T02:28:43
raw_0098,tally_3j7rV9,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip,New Folder With Items/Анкетирование сотрудников _АКМЭ_ Внешняя анкета по опросу [3j7rV9].csv,New Folder With Items/Анкетирование сотрудников _АКМЭ_ Внешняя анкета по опросу [3j7rV9].csv,345191,Tally,2026-06-04T02:28:43
raw_0099,tally_n9o2V4,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip,New Folder With Items/Анкета для количественного исследования предпочтений в выборе косметологического [n9o2V4].csv,New Folder With Items/Анкета для количественного исследования предпочтений в выборе косметологического [n9o2V4].csv,226950,Tally,2026-06-04T02:28:43
raw_0100,tally_mOP1vk,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip,New Folder With Items/ИЗТТ. Внутренний опрос. [mOP1vk].csv,New Folder With Items/ИЗТТ. Внутренний опрос. [mOP1vk].csv,1693403,Tally,2026-06-04T02:28:43
raw_0101,tally_3jkA86,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip,New Folder With Items/Анкета для количественного исследования предпочтений в выборе косметологического [3jkA86].csv,New Folder With Items/Анкета для количественного исследования предпочтений в выборе косметологического [3jkA86].csv,225305,Tally,2026-06-04T02:28:43
raw_0102,tally_wok6Nb,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip,New Folder With Items/Анкета о предпочтениях в выборе SPA комплекса в ОАЭ (Англ) [wok6Nb].csv,New Folder With Items/Анкета о предпочтениях в выборе SPA комплекса в ОАЭ (Англ) [wok6Nb].csv,320870,Tally,2026-06-04T02:28:43
raw_0103,tally_xXdNZJ,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip,New Folder With Items/Анкета для опроса текущих и потенциальных клиентов «Второй» [xXdNZJ].csv,New Folder With Items/Анкета для опроса текущих и потенциальных клиентов «Второй» [xXdNZJ].csv,235010,Tally,2026-06-04T02:28:43
raw_0104,tally_w7KMxA,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip,New Folder With Items/Опрос_ бренд работодателя [w7KMxA].csv,New Folder With Items/Опрос_ бренд работодателя [w7KMxA].csv,218982,Tally,2026-06-04T02:28:43
raw_0105,tally_mV81Wj,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip,New Folder With Items/Анкета количественного исследования для ГРФ (клиенты) [mV81Wj].csv,New Folder With Items/Анкета количественного исследования для ГРФ (клиенты) [mV81Wj].csv,513655,Tally,2026-06-04T02:28:43
raw_0106,tally_wQYN7k,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip,New Folder With Items/Анкетирование сотрудников _АКМЭ_ [wQYN7k].csv,New Folder With Items/Анкетирование сотрудников _АКМЭ_ [wQYN7k].csv,636737,Tally,2026-06-04T02:28:43
raw_0107,tally_w72OQ0,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip,New Folder With Items/Анкета Бани ОАЭ (на РУС) [w72OQ0].csv,New Folder With Items/Анкета Бани ОАЭ (на РУС) [w72OQ0].csv,984311,Tally,2026-06-04T02:28:43
raw_0108,tally_nrVLRL,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip,New Folder With Items/Анкета для опроса _Альтмед+_ анкета клиентов [nrVLRL].csv,New Folder With Items/Анкета для опроса _Альтмед+_ анкета клиентов [nrVLRL].csv,567632,Tally,2026-06-04T02:28:43
raw_0109,tally_wgkbBK,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip,New Folder With Items/Анкета о предпочтениях в выборе SPA комплекса в ОАЭ (Арабский) [wgkbBK].csv,New Folder With Items/Анкета о предпочтениях в выборе SPA комплекса в ОАЭ (Арабский) [wgkbBK].csv,451164,Tally,2026-06-04T02:28:43
raw_0110,tally_w2xJ1V,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip,New Folder With Items/Анкета для количественного исследования Свобода движения [w2xJ1V].csv,New Folder With Items/Анкета для количественного исследования Свобода движения [w2xJ1V].csv,524287,Tally,2026-06-04T02:28:43
raw_0111,tally_nrorkp,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip,New Folder With Items/(ДЖУГ клиенты) Исследование опыта участников IT-конференций [nrorkp].csv,New Folder With Items/(ДЖУГ клиенты) Исследование опыта участников IT-конференций [nrorkp].csv,628520,Tally,2026-06-04T02:28:43
raw_0112,tally_wd7Ojy,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip,New Folder With Items/Анкета онлайн опроса для клиентов Восточки по доставке [wd7Ojy].csv,New Folder With Items/Анкета онлайн опроса для клиентов Восточки по доставке [wd7Ojy].csv,345829,Tally,2026-06-04T02:28:43
raw_0113,tally_311M4Q,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip,New Folder With Items/ПВ. Исследование потребностей мастеров [311M4Q].csv,New Folder With Items/ПВ. Исследование потребностей мастеров [311M4Q].csv,694875,Tally,2026-06-04T02:28:43
raw_0114,tally_EkPbkr,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip,New Folder With Items/Уйде. Анкета 2026 [EkPbkr].csv,New Folder With Items/Уйде. Анкета 2026 [EkPbkr].csv,215656,Tally,2026-06-04T02:28:43
raw_0115,tally_wQg7B1,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip,New Folder With Items/Опрос _Фитнесс формула — напитки с полезными добавками и кофе_ [wQg7B1].csv,New Folder With Items/Опрос _Фитнесс формула — напитки с полезными добавками и кофе_ [wQg7B1].csv,800302,Tally,2026-06-04T02:28:43
raw_0116,tally_3Xq28g,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip,New Folder With Items/Сибагро. Опрос внешний (Кемерово) [3Xq28g].csv,New Folder With Items/Сибагро. Опрос внешний (Кемерово) [3Xq28g].csv,179196,Tally,2026-06-04T02:28:43
raw_0117,tally_wAjG2l,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip,New Folder With Items/Анкета для количественного исследования предпочтений в выборе косметологического [wAjG2l].csv,New Folder With Items/Анкета для количественного исследования предпочтений в выборе косметологического [wAjG2l].csv,206184,Tally,2026-06-04T02:28:43
raw_0118,tally_wMajBk,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip,New Folder With Items/Опрос для клиентов “Доктор Борменталь” [wMajBk].csv,New Folder With Items/Опрос для клиентов “Доктор Борменталь” [wMajBk].csv,446745,Tally,2026-06-04T02:28:43
raw_0119,tally_wQ0kPl,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip,New Folder With Items/Анкета о предпочтениях в выборе мучных изделий [wQ0kPl].csv,New Folder With Items/Анкета о предпочтениях в выборе мучных изделий [wQ0kPl].csv,546913,Tally,2026-06-04T02:28:43
raw_0120,tally_mBdjeR,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip,New Folder With Items/Анкета для жителей города [mBdjeR].csv,New Folder With Items/Анкета для жителей города [mBdjeR].csv,307165,Tally,2026-06-04T02:28:43
raw_0121,tally_mO0Gxg,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip,New Folder With Items/Опрос про автомобили (Воронеж) [mO0Gxg].csv,New Folder With Items/Опрос про автомобили (Воронеж) [mO0Gxg].csv,1102247,Tally,2026-06-04T02:28:43
raw_0122,tally_mVbAdJ,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items.zip,New Folder With Items/Анкета о предпочтениях в выборе SPA комплекса в ОАЭ [mVbAdJ].csv,New Folder With Items/Анкета о предпочтениях в выборе SPA комплекса в ОАЭ [mVbAdJ].csv,481517,Tally,2026-06-04T02:28:43
raw_0123,tally_mR5L8p,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip,New Folder With Items 2/Главстрой Санкт-Петербург. Внутренний опрос. (Юнтово) [mR5L8p].csv,New Folder With Items 2/Главстрой Санкт-Петербург. Внутренний опрос. (Юнтово) [mR5L8p].csv,180737,Tally,2026-06-04T02:47:48
raw_0124,tally_GxKD0e,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip,New Folder With Items 2/Анкета для оценки качества стоматологических услуг клиники _Доктор Гудман_ [GxKD0e].csv,New Folder With Items 2/Анкета для оценки качества стоматологических услуг клиники _Доктор Гудман_ [GxKD0e].csv,57536,Tally,2026-06-04T02:47:48
raw_0125,tally_Zj8dZ5,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip,New Folder With Items 2/Опрос о выборе и эксплуатации дымоходов [Zj8dZ5].csv,New Folder With Items 2/Опрос о выборе и эксплуатации дымоходов [Zj8dZ5].csv,6965,Tally,2026-06-04T02:47:48
raw_0126,tally_m6jGbB,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip,New Folder With Items 2/Исследование рынка строительных материалов [m6jGbB].csv,New Folder With Items 2/Исследование рынка строительных материалов [m6jGbB].csv,1954,Tally,2026-06-04T02:47:48
raw_0127,tally_w2k0VA,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip,New Folder With Items 2/Исследование факторов выбора частного детского сада [w2k0VA].csv,New Folder With Items 2/Исследование факторов выбора частного детского сада [w2k0VA].csv,180198,Tally,2026-06-04T02:47:48
raw_0128,tally_mYdZAd,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip,New Folder With Items 2/[ENG] Anonymous research on factors influencing the choice of private kindergart [mYdZAd].csv,New Folder With Items 2/[ENG] Anonymous research on factors influencing the choice of private kindergart [mYdZAd].csv,6466,Tally,2026-06-04T02:47:48
raw_0129,tally_n9o71Y,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip,New Folder With Items 2/Опрос клиентов_ Количественное исследование предпочтений и факторов выбора при о [n9o71Y].csv,New Folder With Items 2/Опрос клиентов_ Количественное исследование предпочтений и факторов выбора при о [n9o71Y].csv,33301,Tally,2026-06-04T02:47:48
raw_0130,tally_3XKa5d,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip,New Folder With Items 2/ПВ. Интервью ОЕМ [3XKa5d].csv,New Folder With Items 2/ПВ. Интервью ОЕМ [3XKa5d].csv,10146,Tally,2026-06-04T02:47:48
raw_0131,tally_mV8ZEj,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip,New Folder With Items 2/Xususiy maktab tanlash omillarini o'rganish (UZB) [mV8ZEj].csv,New Folder With Items 2/Xususiy maktab tanlash omillarini o'rganish (UZB) [mV8ZEj].csv,26811,Tally,2026-06-04T02:47:48
raw_0132,tally_wvP1zl,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip,New Folder With Items 2/Опрос-исследование о предпочтениях в выборе хоккейных клюшек [wvP1zl].csv,New Folder With Items 2/Опрос-исследование о предпочтениях в выборе хоккейных клюшек [wvP1zl].csv,309614,Tally,2026-06-04T02:47:48
raw_0133,tally_w4rkpO,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip,New Folder With Items 2/Главстрой Санкт-Петербург. Внутренний опрос. (плохой вариант) [w4rkpO].csv,New Folder With Items 2/Главстрой Санкт-Петербург. Внутренний опрос. (плохой вариант) [w4rkpO].csv,17864,Tally,2026-06-04T02:47:48
raw_0134,tally_w4PRBA,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip,New Folder With Items 2/Исследование потребностей водителей [w4PRBA].csv,New Folder With Items 2/Исследование потребностей водителей [w4PRBA].csv,1018,Tally,2026-06-04T02:47:48
raw_0135,tally_mV8NjM,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip,New Folder With Items 2/Thermex. Sondaggio interno (Italia) [mV8NjM].csv,New Folder With Items 2/Thermex. Sondaggio interno (Italia) [mV8NjM].csv,40419,Tally,2026-06-04T02:47:48
raw_0136,tally_wA8jKB,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip,New Folder With Items 2/Thermex. 内部调查问卷。 [wA8jKB].csv,New Folder With Items 2/Thermex. 内部调查问卷。 [wA8jKB].csv,155389,Tally,2026-06-04T02:47:48
raw_0137,tally_w4p4er,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip,New Folder With Items 2/Исследование потребительских предпочтений и факторов выбора при оформлении займо [w4p4er].csv,New Folder With Items 2/Исследование потребительских предпочтений и факторов выбора при оформлении займо [w4p4er].csv,11891,Tally,2026-06-04T02:47:48
raw_0138,tally_wLYGqJ,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip,"New Folder With Items 2/Currency Exchange Survey, Türkiye [wLYGqJ].csv","New Folder With Items 2/Currency Exchange Survey, Türkiye [wLYGqJ].csv",78903,Tally,2026-06-04T02:47:48
raw_0139,tally_w2x8WM,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip,New Folder With Items 2/Анкета текущих клиентов бара _Уйде_ в Астане [w2x8WM].csv,New Folder With Items 2/Анкета текущих клиентов бара _Уйде_ в Астане [w2x8WM].csv,408016,Tally,2026-06-04T02:47:48
raw_0140,tally_mJ0X24,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip,New Folder With Items 2/Анкета количественного исследования для ГРФ (неклиенты) [mJ0X24].csv,New Folder With Items 2/Анкета количественного исследования для ГРФ (неклиенты) [mJ0X24].csv,8377,Tally,2026-06-04T02:47:48
raw_0141,tally_w2MeOg,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip,New Folder With Items 2/Исследование потребностей клиентов марафона [w2MeOg].csv,New Folder With Items 2/Исследование потребностей клиентов марафона [w2MeOg].csv,130825,Tally,2026-06-04T02:47:48
raw_0142,tally_wveKg8,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip,New Folder With Items 2/Опрос-исследование опыта использования программ лояльности (копия) [wveKg8].csv,New Folder With Items 2/Опрос-исследование опыта использования программ лояльности (копия) [wveKg8].csv,6841,Tally,2026-06-04T02:47:48
raw_0143,tally_nPzgVe,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip,New Folder With Items 2/Исследование опыта сотрудников _Вита_ [nPzgVe].csv,New Folder With Items 2/Исследование опыта сотрудников _Вита_ [nPzgVe].csv,666149,Tally,2026-06-04T02:47:48
raw_0144,tally_lbBK7W,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip,New Folder With Items 2/ЛМ. Исследование 2 [lbBK7W].csv,New Folder With Items 2/ЛМ. Исследование 2 [lbBK7W].csv,135645,Tally,2026-06-04T02:47:48
raw_0145,tally_nG9bOz,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip,New Folder With Items 2/Опрос-исследование опыта использования программ лояльности у партнеров [nG9bOz].csv,New Folder With Items 2/Опрос-исследование опыта использования программ лояльности у партнеров [nG9bOz].csv,58145,Tally,2026-06-04T02:47:48
raw_0146,tally_mO0odR,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip,New Folder With Items 2/Сибагро. Опрос внешний (Бурятия) [mO0odR].csv,New Folder With Items 2/Сибагро. Опрос внешний (Бурятия) [mO0odR].csv,155480,Tally,2026-06-04T02:47:48
raw_0147,tally_mJzgbo,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip,New Folder With Items 2/Опрос от компании СпортАвто [mJzgbo].csv,New Folder With Items 2/Опрос от компании СпортАвто [mJzgbo].csv,91802,Tally,2026-06-04T02:47:48
raw_0148,tally_3jxL0J,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip,New Folder With Items 2/Термекс. Внутренний опрос. (Турецкий) [3jxL0J].csv,New Folder With Items 2/Термекс. Внутренний опрос. (Турецкий) [3jxL0J].csv,53562,Tally,2026-06-04T02:47:49
raw_0149,tally_mDkWEq,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip,New Folder With Items 2/Исследование опыта соискателей [mDkWEq].csv,New Folder With Items 2/Исследование опыта соискателей [mDkWEq].csv,134904,Tally,2026-06-04T02:47:49
raw_0150,tally_wbrkbg,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip,"New Folder With Items 2/Currency Exchange Survey, USA [wbrkbg].csv","New Folder With Items 2/Currency Exchange Survey, USA [wbrkbg].csv",61545,Tally,2026-06-04T02:47:49
raw_0151,tally_w7DzMR,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip,New Folder With Items 2/Ника дент. Тестирование для сотрудников [w7DzMR].csv,New Folder With Items 2/Ника дент. Тестирование для сотрудников [w7DzMR].csv,339207,Tally,2026-06-04T02:47:49
raw_0152,tally_nG15KO,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip,New Folder With Items 2/Survey about trading robots_AI assistants [nG15KO].csv,New Folder With Items 2/Survey about trading robots_AI assistants [nG15KO].csv,5338,Tally,2026-06-04T02:47:49
raw_0153,tally_waYJEE,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip,New Folder With Items 2/Анкета Бани ОАЭ (на АРАБ) [waYJEE].csv,New Folder With Items 2/Анкета Бани ОАЭ (на АРАБ) [waYJEE].csv,403043,Tally,2026-06-04T02:47:49
raw_0154,tally_wQAZpG,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip,New Folder With Items 2/Октобанк диджитал [wQAZpG].csv,New Folder With Items 2/Октобанк диджитал [wQAZpG].csv,68498,Tally,2026-06-04T02:47:49
raw_0155,tally_w4KYOk,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip,New Folder With Items 2/Опрос-исследование опыта использования программ лояльности (short) [w4KYOk].csv,New Folder With Items 2/Опрос-исследование опыта использования программ лояльности (short) [w4KYOk].csv,52764,Tally,2026-06-04T02:47:49
raw_0156,tally_woREgN,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip,New Folder With Items 2/Исследование опыта соискателей Ульяновск [woREgN].csv,New Folder With Items 2/Исследование опыта соискателей Ульяновск [woREgN].csv,131543,Tally,2026-06-04T02:47:49
raw_0157,tally_meaGo0,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip,New Folder With Items 2/Опрос-исследование о предпочтениях в выборе хоккейных клюшек (Валерий) [meaGo0].csv,New Folder With Items 2/Опрос-исследование о предпочтениях в выборе хоккейных клюшек (Валерий) [meaGo0].csv,155554,Tally,2026-06-04T02:47:49
raw_0158,tally_w2a66e,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip,New Folder With Items 2/Исследование опыта соискателей Йошкар Ола [w2a66e].csv,New Folder With Items 2/Исследование опыта соискателей Йошкар Ола [w2a66e].csv,101388,Tally,2026-06-04T02:47:49
raw_0159,tally_wkExVM,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip,New Folder With Items 2/Опрос-исследование употребления водки [wkExVM].csv,New Folder With Items 2/Опрос-исследование употребления водки [wkExVM].csv,14999,Tally,2026-06-04T02:47:49
raw_0160,tally_3NlZZ0,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip,New Folder With Items 2/Исследование опыта соискателей Чебоксары [3NlZZ0].csv,New Folder With Items 2/Исследование опыта соискателей Чебоксары [3NlZZ0].csv,91723,Tally,2026-06-04T02:47:49
raw_0161,tally_wQeQQY,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip,New Folder With Items 2/Исследование опыта соискателей Ижевск [wQeQQY].csv,New Folder With Items 2/Исследование опыта соискателей Ижевск [wQeQQY].csv,126439,Tally,2026-06-04T02:47:49
raw_0162,tally_mK19eM,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip,New Folder With Items 2/Опрос-исследование опыта посещения ресторанов [mK19eM].csv,New Folder With Items 2/Опрос-исследование опыта посещения ресторанов [mK19eM].csv,233507,Tally,2026-06-04T02:47:49
raw_0163,tally_31dDqg,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip,New Folder With Items 2/DMC анкета опросов (3) [31dDqg].csv,New Folder With Items 2/DMC анкета опросов (3) [31dDqg].csv,7801,Tally,2026-06-04T02:47:49
